title,label_score
Pelayanan Publik di Tabalong Akan Terpadu Dalam Satu Tempat,0
"Gagal Nyuri di Masjid, Dua Maling Motor Tewas di Hajar Massa di Tuasan",1
PSHK Ungkap Skenario Terburuk Revisi UU MD3,0
"Anggota DPRD Banten Ramai-ramai Gadai SK, Ini Kata Kemendagri",1
"7 Pemotretan Terbaru Jessica Iskandar - Nia Ramadhani, bak Bidadari Turun Dari Langit",1
Relawan Joman Lapor Majalah Tempo ke Dewan Pers karena Cover 'Jokowi Pinokio',0
Bank Prediksi Kredit Kendaraan Bermotor  Lesu Hingga Akhir Tahun,0
Ayu Ting Ting Borong Sepeda Untuk Keluarga Dan Asisten Malah Dicibir Pamer,1
"BJ Habibie, Mantan Presiden RI yang Pertama Dimakamkan di TMP Kalibata",0
Menteri PANRB Dorong Universitas Cetak Lulusan Berkompetensi Global,0
FIMELA FEST 2019: Batasi Anak Main Gadget Bentuk Mindful Parenting?,1
Syarat Minimal Pendidikan Pelamar Untuk 6 Jabatan CPNS,0
2 Rahasia Bugar Katy Perry Selain Rutin Konsumsi Cuka Apel,1
Mendagri Sentil Gubernur Riau yang ke LN Saat Karhutla,0
Ragam Ekstrakulikuler di Pesantren Al Kaaffah Kuningan ,0
"Tuduhan Polisi, Bantahan Veronica Koman...",1
Polda Jatim Telusuri Transaksi Keuangan Veronica Koman,0
Katon Tourism Expo 2019 Promosikan Potensi Destinasi Wisata Ciayumajakuning,0
"5 Gaya Claudia Emmanuela Santoso, Gadis Cirebon yang Guncang Panggung The Voice Jerman",1
Lee Hi Terharu Usai Dapat Kejutan dari Fans Indonesia Saat Tampil di Super K-Pop Festival 2019,1
PP Muhammadiyah: BJ Habibie Tonggak Indonesia Baru,1
"Upaya Turunkan Angka Stunting, Kemkominfo Sosialisasikan Penggunaan Bantuan Sosial",0
"Dukung Industri Game dan Esports, Gojek Rilis GoGames ",1
"Doyan Borong Mebel 150 Juta, Krisdayanti 'Ibu DPR' Siap Pakai Kursi Murah Abang Bakso",1
"Aspri Menpora Ditahan, KPK akan Umumkan Penetapan Tersangka",0
Bea Cukai Bengkulu Dorong UMKM Tembus Pasar Luar Negeri Melalui Pos Ekspor,0
"Pablo Benua dan Rey Utami Ditahan, 12 Seleb Ini Juga Jadi Korban Video 'Mulut Sampah'",1
Boy William Tuliskan Curahan Hatinya untuk Sang Adik Raymond Hartanto,1
Kostum Tur Ariana Grande Dituduh Menjiplak Karya Desainer Indie,0
"Rotasi Bumi Melambat, Gempa Besar Bakal Semakin Sering Terjadi",0
Hati-Hati Ditawari Pekerjaan Bergaji Besar di Batam,1
DPR Terima Surpres Jokowi Soal Revisi UU MD3 ,0
"Karhutla Riau, Wiranto : Tak Separah Seperti yang Diberitakan",0
"Beda Unggahan Istri Imam Nahrawi Sebelum & Sesudah Suami Jadi Tersangka KPK, dari Ceria Jadi Sendu",1
"Indonesia Vs Thailand, Ardi Idrus Berharap Tim Garuda Bangkit",0
"Pandangi Putra Kecilnya, Putri Titian: Ga Usah Sok Manis Deh Iago",0
"IZ*ONE Sukses Jual Habis Tiket Konser Dengan 50 Ribu Penonton, Fans Bangga Bukan Main",1
Prediksi Skor Badak Lampung FC vs Kalteng Putra Liga 1: Tuan Rumah Tanpa Pemain Pilar,0
Resep Cumi Bakar Bumbu Rujak Sederhana,0
Bocah 4 Tahun di Bogor Tewas Dianiaya Ibu Tiri Hingga Tengkoraknya Retak,1
"Sudah Berjuang Keras tapi Belum Berjodoh, Ikhlaskan Saja",1
Waspadai Gejala Gula Darah Tinggi &amp; Cara Mencegahnya,0
"Pacu Perekonomian, Anggaran Rp 856 Triliun Dikucurkan ke Daerah",0
Trump: Kesepakatan Perdagangan China Bisa Tercapai saat Pilpres AS,0
" Hamil Anak Kembar, Syahnaz Sadiqah Mampu Habiskan 5 Potong Ayam Sekali Makan",1
Anis Mata dan Fahri Hamzah akan Gabung Partai Gelora,0
"Intip Cara Unik Cinta Laura Rayakan Hari Batik Nasional, Aksi Basah-basahan Curi Perhatian",1
"Bergerak ke Istana, Massa Aksi Mujahid 212 Tertahan di Patung Kuda",1
"Polemik Revisi UU KPK, PDIP: Jokowi Sudah Bertindak Tepat",0
"Direkam Seorang Buron Pengedar Narkoba, Video Ini Ungkap Sebab Kecelakaan Innova vs Bus Mira",1
Susu Sebabkan Berat Badan Naik? Begini Kata Ahli Gizi,1
"Sebentar Lagi, Minyak Curah Dilarang, Warga Harus Beli Minyak Kemasan",1
"Kritik Kinerja Agus Rahardjo Cs, Capim Nawawi: Kerja di KPK seperti Pulang Dugem",1
KPK Dinilai Tak Dapat Dilumpuhkan Hanya dari Satu Pimpinan,0
Akademisi Unair Ajak Mahasiswa dan Masyarakat Lawan Revisi UU KPK,0
"Pernah 3 Tahun Riset Bareng KPK, Peneliti LIPI: Tak Ada Taliban",0
"Ratna Galih Ungkap Rasa Syukur Punya Pendengaran Bermasalah Gara-Gara 5 Anaknya, Kok Bisa?",1
Cara Membuat Daging-dagingan ala Vegetarian,1
"Liverpool Kalah, Klopp : Napoli Berpeluang Juara Liga Champions",0
"Kabut Asap Tebal, Sekolah di Palembang Diliburkan",0
Korban Kecelakaan Nganjuk-Madiun Buronan Kasus Pil Koplo,0
Dua Bule Polandia Bobol ATM di Candidasa Bali,1
"Hindari Area TPM Kalibata, Ini Rekayasa Lalu Lintas ",1
Cerita Polisi Soal Pegawai Transjakarta Diduga Mau Bunuh Diri,1
"Minta Pengesahan RKUHP Ditunda, Pemerintah Gunakan Waktu untuk Sosialisasi",0
"Viral Video Ambulans Ditembak Gas Air Mata, Ini Penjelasan Polri",1
"Buntut Demo, Asing Tarik Dana Dari RI Sampai Rp 6 Triliun",1
"Soal Cuti 'Rekreasi' RUU PAS, Kemenkum HAM Jabar: Nonton TV di Lapas",0
Bintang Thailand Targetkan 3 Poin di Markas Timnas Indonesia,0
Sistem Pertahanan Udara Arab Saudi Tak Berdaya Hadapi Serangan Drone,1
Tim Pelajar DKI Raih Juara Dua di Olimpiade Metropolis Moskow,0
"Wanda Hamidah Syuting Film Lagi Setelah Vakum, Sekaligus Reuni Sahabat Lama",0
'LET ME LOVE YOU' Milik DJ Snake Sebenarnya Diciptakan Untuk CL 2NE1?,1
"MotoGP 2019, Marquez Makin Termotivasi karena Cemoohan Fans Rossi",0
"BPK: KemenPUPR, Kemenpora, KPK dan KPU Dapat Opini WDP, Bakamla Disclaimer",0
Jokowi Tiba di RSPAD Sekitar 5 Menit Setelah Habibie Wafat,0
Tips Menjaga Cita Rasa Kopi,1
Sigap! Bea Cukai Kudus Gagalkan Peredaran 280 Ribu Batang Rokok Ilegal,1
"Mahasiswa Demo Tolak Revisi UU, Penasihat KPK Berterimakasih",0
"Menang Dramatis, Tontowi/Winny Jajal Musuh Bebuyutan di China Open",1
"Bantai Mariana Utara 15-1, Ini Alasan Timnas U-16 Tak Selebrasi",0
"Kilang Aramco Diserang Drone, Harga Minyak Bisa Tembus 100 Dollar AS?",1
Alasan Shandy Aulia Matikan Kolom Komentar Foto Kehamilannya di IG,1
Hadapi Risiko Kekeringan Petani di Lamongan Semakin Familiar dengan Asuransi Pertanian,0
Fakta Sandra Dewi Melahirkan Anak Kedua,1
"Puan Maharani Jadi Ketua DPR, Iwan Fals Bikin Ngakak Saat Sampaikan Pesan Ini",1
5 Manfaat Mandi Pakai Air Dingin untuk Kesehatan,1
"Cerita Pemprov Sumut Kehilangan Rp 1,6 Miliar di Parkiran",1
"KPK Didemo Massa, Polisi dan Kendaraan Taktis Disiagakan ",0
Prediksi Persib Bandung Vs Semen Padang FC di Liga 1 Rabu Ini,0
Empat Kecamatan di Bekasi Rawan Konflik Antar-Etnis,0
"Hebat! Nurul Bashira, Puteri Muslimah Indonesia 2019 Sabet 2 Gelar Sekaligus",1
Dari Perang Dagang ke Perang Mata Uang,0
"David Beckham Dekati Lionel Messi, Ada Apa?",1
Personel Girl Grup Ini Beber 5 Pengalaman Terburuk Selama Jadi Idol K-Pop,1
Jinwoon 2AM Respon Dugaan Dirinya Anggota Grup Chat Mesum Jung Joon Young,1
"Agar Siswa Tak Demo Turun ke Jalan, Ini yang Dilakukan Disdik Jateng",1
Bamus DPR Bahas RUU Pesantren Hari Ini,0
"Imam Nahrawi Mengundurkan Diri dari Menpora, Jokowi: Masih Dipertimbangkan Diganti Baru atau Plt",0
"Tak Bisa Lakukan Pencegahan, Ini Cara Imigrasi Pulangkan Veronica Koman",1
"PENUTURAN Langsung Ibu Fatir Ahmad, Bocah yang Meninggal karena Bully: Rahang Bengkak karena Dipukul",1
KPAI: Pengembangan Bakat Bulutangkis Harus Tetap Jalan Sesuai Regulasi,0
"Dilaporkan ke Kompolnas, Polda Jatim: Nggak Masalah",1
Warga Parepare Berduka BJ Habibie Wafat,0
Persebaya Surabaya Bakal Mainkan Osvaldo Haay dan Rachmat Irianto Saat Lawan Kalteng Putra,0
"Cinta Ditolak, Pemuda di Bandung Tusuk Gadis Pujaan",1
"Zaman Berubah, Menu Makanan Favorit di Kansas Unhas Juga Menyesuaikan Kaum Milenial",0
Begini Tanggapan Sri Mulyani Soal Demo Buruh Tolak Kenaikan Iuran BPJS Kesehatan,1
"Ke Makam Habibie, Xanana: Saya Mewakili Rakyat Timor Leste",0
" Merasa Namanya Dicemarkan, Bebby Fey Resmi Polisikan Dinar Candy",1
Rio Dewanto Ungkap Kualitas Akting Lucinta Luna: Ya Seperti Manusia,0
Fungsi dan Cara Kerja Toner dalam Rutinitas Perawatan Kecantikan Kulit,1
Marquez Diminta Segera Akhiri Perburuan Gelar Juara Dunia MotoGP 2019,0
"Manajemen Djarum Jelaskan Kalau PB Djarum Adalah Nama Klub, Bukan Merek Rokok",0
Persib Paling Jor-joran di Bursa Transfer Paruh Musim Liga 1,0
Kim Soo Hyun Jadi Cameo di Episode Terakhir 'Hotel Del Luna',0
Perempuan Tanah Jahanam Bakal Lebih Seram dari Pengabdi Setan,0
Akhirnya! Pemkot Pekanbaru Liburkan SD dan SMP karena Kabut Asap,1
Resep Tumis Bayam Saus Tiram Sedap,0
4 Lagu yang Mempermanis Cerita Film Pretty Boys,1
Vivo V17 Pro Meluncur 20 September dengan Dua Kamera Selfie Pop-up,0
Petugas Haji di Madinah Gelar Shalat Untuk BJ Habibie,0
"Lucunya Member Monsta X Sebut Shownu Seperti Ayah, Sukses Buat Penggemar Gemas ",1
"Penanganan Berlapis Tumpahan Minyak, Pertamina Lakukan Sesuai Standar Global",0
"Kebakaran Lahan di Mega Kuningan, Asap Membubung Tinggi",0
"Komisi III RDPU dengan Elemen Masyarakat, Namun Hanya IPW yang Hadir",1
Fans Tertawakan Tingkah Konyol Sehun EXO saat Berikan Benda Ini pada Penonton di Konser,1
Mendagri: BJ Habibie Milik Masyarakat dan Bangsa Indonesia,0
"Oktober, Ratusan Startup Siap Bertemu Investor",1
"Gebby Vesta Blak-blakan Akui Dirinya Transgender, Menangis Ungkap Alasan 19 Tahun Sembunyikan Fakta",1
"Twice Rilis Teaser MV 'Feel Special' Jelang Comeback, Konsep Dan Koreografinya Banjir Pujian",1
"Revisi Buku Pendidikan, BPIP akan Diskusi dengan Sejarawan",0
Oppo Pamer Teknologi Pengisian Baterai Handphone Tercepat di Dunia,0
SBY Jenguk BJ Habibie di RSPAD Gatot Soebroto,0
LIPI Desak Jokowi Tolak Revisi UU KPK yang Lumpuhkan Kinerja KPK,0
"Sterilisasi Trotoar, Dishub DKI Jakarta Akan Lakukan Kanalisasi Jalan",0
Pemdaprov Jabar Gelar MTU Angkatan VII di Pondok Pesantren Al Ishlah 2 Desa Buntet,0
"Sinopsis Sinetron 'ANAK LANGIT' Episode 1096 & 1097 Tayang Senin, 15 April 2019",0
"Telan Anggaran Rp 166 Miliar, Ini Rincian Fasilitas Bagi DPRD DKI",1
"Hari Ini Jack Ma Pensiun, Siapa Penggantinya?!",1
"12 Foto Wajah Asli Idol K-Pop Saat Bangun Tidur, Ada Lisa Blackpink - V BTS!",1
"""Jangan Keruk Emas di Tanah Leluhur Kami"" ",1
Aetra Raih Sertifikasi Sistem Jaminan Halal dari MUI Kategori Sangat Baik,1
Respons Natalius Pigai Sikapi Wacana Pembangunan Istana Presiden di Papua,1
"Jelang Pengumuman Suku Bunga, IHSG Diprediksi Reli",0
Polda Jatim Kerahkan 700 Personel Untuk Kawal Demo Mahasiswa Di Surabaya,0
"Toyota Tak Khawatir dengan Kehadiran Mobil Esemka, Alasannya..",1
PDIP Buka Peluang Koalisi dengan Gerindra dan PKS di Pilkada 2020,0
Potret Capim KPK: Setuju SP 3 hingga Kritik Wadah Pegawai,1
Saat Airlangga-Siswono Bicara soal Revisi UU KPK dan Seleksi Capim,0
Inilah Hadiah Istimewa Penggemar di Hari Ulang Tahun Lisa Blackpink,1
Kuil di Thailand Sembunyikan Puluhan Bangkai Harimau,0
"Masuk Gang Sempit, Berikut 4 Fakta Rumah Asli Barbie Kumalasari dan Galih Ginanjar",1
"Korsleting Listrik, Satu Rumah di Cilandak Ludes Terbakar",0
"Kerap Tunda Penerbangan Gegara Pesawat Kurang, Sriwijaya Air Tekor 3,2 Miliar",1
"Video Viral Kisah Mbah Waris Dulu Pengawal Presiden Soekarno, Kini Jualan Koran 'Sudah Nggak Kuat'",1
BJ Habibie Meninggal Jadi Sorotan Dunia,0
"Batuk Berdahak 2 Minggu, Awas TBC",1
"Air Kelapa Kaya Nutrisi untuk Ibu Hamil, Rasakan 9 Manfaatnya",1
"Mantan Gubernur Aceh Abdullah Puteh Divonis 1,5 Tahun Penjara Terkait Kasus Penipuan",0
"Tak Unggah Hal Romantis, Ardi Bakrie Usili Nia Ramadhani di Ulang Tahun Pernikahan",0
Aksi Mahasiswa UNS Peringati Kematian Munir: Jokowi Tak Serius,0
"Viral! Video Tolak Pelantikan Jokowi, ""Sering ke Papua. Tapi Hatinya Tidak Tulus untuk Orang Papua""",1
"Siap Syuting, Maudy Ayunda Terpilih Perankan Ainun di 'HABIBIE & AINUN 3'",0
"Melanie Subono: Kalau Benar-benar Mau Doain Eyang Habibie, Datang ke Tahlilan",0
Apple Resmi Merilis Tiga iPhone Terbaru,1
Dion Wiyoko dan Ardinia Wirasti Suka Cerita Urban Legend Lampor,0
Akan Ikut Seleksi CPNS 2019? Ini Tanda Bahwa Anda Siap Jadi PNS,1
"Bareng, Jonatan dan Lee Yong Dae Bikin Netizen Kelepek-Kelepek",1
Wiranto Ingatkan Pejabatnya Cermati Tiga Isu Krusial,0
"Korupsi Anggaran Transportasi, Mantan Ketua Bawaslu Magetan Ditahan",0
"Helm Ini Dilengkapi AC, Bikin Bikers Adem Sepanjang Jalan",1
Kabut Asap Bikin Penerbangan di Banjarmasin Terganggu,0
"Maia Cantik Berhijab Umroh Bareng Suami Pakai Jet Pribadi Baru, Syahrini Diledek Kejang-Kejang",1
Jaksa Sebut Kivlan Zen Bayar Mata-Mata Rp 25 Juta untuk Intai Wiranto-Luhut,0
"Usai Turki, Jerman Diprediksi Ikut Kena Resesi",0
"7-8 September, Kamu Bisa 'Nikah' Dengan Oppa di Booth Kapanlagi Korea ON OFF FESTIVAL",1
"Ramalan Zodiak Besok Rabu 11 September 2019, Aries Beristirahatlah, Taurus Hati-hati Lebih Boros",1
"Perang Dagang Mereda, IHSG Diprediksi ke Zona Hijau",0
Lucunya Kyuhyun Super Junior Salah Sebut Judul Lagu Girlband Lovelyz,0
Kemenangan Pertama Spider-Man Usai Angkat Kaki dari Marvel,0
Butuh Satu Dekade Lebih untuk Melihat Hasil Restorasi Gambut,0
CORE: Pertumbuhan Utang Luar Negeri Swasta Perlu Dikontrol,0
Mahfud MD: Sekarang Waktunya Presiden Ajak Bicara Pimpinan KPK ,0
"Kecelakaan Maut, Mayat Bergelimpangan, Warga Malah Asyik Ambil Foto dan Video!",1
Koleksi Terbaru Tory Burch Terinspirasi Putri Diana,0
"Hati-hati, Gemini dan 3 Zodiak Ini Lebih Emosional Bulan Ini",1
"Revisi UU KPK, Jokowi Sudah Kirim Surat Presiden ke DPR",1
Intelijen Militer Jerman Perluas Penyelidikan Pengaruh Ekstrem Kanan di Bundeswehr,0
MAKI: Semangat Revisi UU KPK Harus Penegakkan Hukum ,0
"Tampil Perdana Usai Cedera, Joan Mir Puas Finis Ke-8 di MotoGP San Marino 2019",0
"Jadi Tersangka KPK, Imam Nahrawi Otomatis Mundur dari Jabatan Menpora?",1
"KPK Tetapkan Tersangka Eks Dirut Petral, Praktik Mafia Migas Langsung Hilang?",1
6 Reaksi Shandy Aulia Hadapi Netizen Julid,1
"Cut Meyriska Sakit Perut Selama 5 Tahun, Ini Serangkaian Pemeriksaan yang Dilaluinya",1
"Uji Capim KPK di DPR, Alex Marwata Jelaskan Kasus Firli",1
"Berat Badan Turun Cepat Jika Rajin Sarapan Ini, Menurut Studi",1
Bea Cukai Parepare Bantu PMI Cabang Kota Parepare,1
Ini Anggota Pansus Pemindahan Ibu Kota Bentukan DPR,1
Aksi Energik Pamela Safitri Saat Pemotretan Bikin Miris,1
Heboh Layar Digital di Lampu Merah Garut Tampilkan Kata-kata Kotor,1
PAN Beberkan Janji-Janji Anies Baswedan yang Belum Terlaksana,1
Jaksa Tahan Ketua Panwaslih Subulussalam Terkait Kasus Chat Mesum,1
Enam Kementerian dan Lembaga Teken Nota Kesepahaman Dukung Percepatan GNP2DS,0
Bappenas: Ibu Kota Baru Bisa Tahan Dampak Pelemahan Ekonomi Dunia,0
Sinopsis Orang Ketiga Selasa 10 September 2019: Aris Mulai Menyukai Yurisa? Rosi Curiga?,1
"Di PIM Muara Baru, Transaksi Harian Pembelian Ikan Tembus Rp 7 Miliar",0
"Sinopsis Sinetron 'ORANG KETIGA' Episode 632 Tayang Kamis, 11 April 2019",0
Pemeran Pria dan Wanita di Foto-Video Mesum ASN Berstatus Guru Honorer,0
"SKK Migas Kalah di Arbitrase, Harus Bayar Denda Rp 39 Miliar",0
"ITU Telecom 2019, Kominfo: Palapa Ring Rampung 100 Persen",0
Polda Jabar Amankan 2 Orang Terkait Foto dan Video Panas Berseragam PNS,1
"Bakal Tampil di Konser Ari Lasso, Andra and the BackBone Tak Perlu Latihan",1
"iPhone 11 Pro Vs Samsung Galaxy Note 10, Pilih Mana?",1
"Clara Gopa Duo Semangka Buka Kancing Baju, Warganet: Miris",1
Vidi Aldiano Sebut Habibie Sosok Bijaksana ,0
Puncak Kemarau di Lampung Diprediksi Hingga Akhir September 2019,0
"Rekor Dunia, Ibu Berusia 74 Tahun Lahirkan Bayi Kembar",0
Golkar Sinyalkan Dukung Gibran di Pilwalkot Solo 2020,0
"Mamah Muda Bunuh Anak Tirinya karena Kesal dengan Anak Kandunganya, Pelampiasan hingga Tewas",1
"PTPN III Dapat Utang Sindikasi Rp 5,5 Triliun dari 19 Bank",0
GG Production Siap Gelar Launching Dan Mini Konser Manado Galau 2 di Sandjaja Resto Kelapa Gading,0
Isak Tangis Cristiano Ronaldo Kenang Mendiang Ayah Tercinta,1
"BESOK Ramalan Zodiak 11 September 2019 - Capricorn Jangan Lari dari Kenyataan, Aries Butuh Liburan !",1
13 Raja dan Ratu Dance (Dancing Machine) SM Entertainment dari Masa ke Masa,1
"Mengandung Zat Berbahaya, BPOM Tegaskan Tidak Ada Izin Edar Vape",0
270 Panwaslu Telah Usulkan NPHD Pilkada 2020,0
Polisi: Mobil Listrik Tidak Terkena Kebijakan Ganjil Genap,1
Kiki Amalia dan Perawatan Kecantikan Favoritnya,0
"Sudah Berlaku 17 Tahun, UU Direvisi untuk Penguatan KPK",1
Jadwal Wakil Indonesia di Hari Pertama China Open 2019,0
Kepala Lapan: Habibie Inspirasi Generasi Muda Indonesia,0
Susi Siap Bantu Anggaran Daerah untuk Pengembangan Perikanan,0
"Mata Anak Minus, Gisella Anastasia Stres",1
"Menangis karena Gading Marten, Ini Penjelasan Gisella Anastasia   ",1
Surya Paloh Tanggapi Santai Soal Megawati Yang Melengos Tak Menyalaminya,1
"Ekspor Riau Turun, karena Kabut Asap?",1
"Cherly Juno Eks Cherry Belle Masukkan Bayi Mungilnya Dalam Totebag, Tuai Reaksi Gemas Kebangetan",1
"Solusi Ekstrem Ilmuwan Swedia Mengatasi Perubahan Iklim, Makan Daging Manusia",1
"Kabut Asap Kepung Bandara Samarinda 3 Hari, Jajaran Pegawai Gelar Shalat Istisqa",0
Hari Ini Harga Emas Antam Naik Jadi Rp 756 ribu per Gram,0
Keterbukaan Informasi Perusahaan Tercatat,0
"Pengangkutan Mahasiswa ke Daerah Studi Dimulai dari Sentani, Biak dan Jayapura",0
"Tunggu Besaran Honor KPPS, 18 KPUD Belum Usul NPHD Pilkada",0
"Bantah Media Malaysia, BMKG: Tak Ada Asap Karhutla Lintasi Kuala Lumpur",0
Wagub Sulsel Ingin Wujudkan Asa Habibie Membangun Institut ,0
Polisi Pasang Police Line di Lahan yang Tanahnya Keluarkan Api,0
Fahri Hamzah Soal Rusuh Pasca Demo: Ingin Gagalkan Pelantikan Jokowi,1
Simon McMenemy Pelatih Terburuk Timnas Indonesia dalam 10 Tahun Terakhir,0
Hasil Liga Champions: Atletico Madrid Vs Juventus 2-2,0
"TRENDING TOPIC!!! Siswa SMKN 7 Medan Minta Keadilan, Polantas Malah Kabur",1
Empat Korban Tewas Terbakar di Kecelakaan Tol Purbaleunyi Diduga Berasal dari 3 Mobil,0
"Di Persidangan, Saksi Bilang Jefri Bukan Target Operasi",0
Osas Saha Berpeluang Jalani Debut Bersama Timnas Indonesia,1
Crown Group Raih Dua Penghargaan Bergengsi di Australia,0
"Ganjil Genap Diterapkan, Kecepatan Kendaraan di 4 Jalan di Jaktim Meningkat",0
"SBY Ajak Rakyat Dukung Jokowi, Istana: Bentuk Kesantunan Politik",0
"Demo Rusuh di Wamena, 6 Orang Provokator Diamankan",0
"Apple Perkenalkan Apple Watch Series 5, Kini Hadir dengan Always on Display",0
Polisi Magetan Buru Penyuruh Penusukan Siswa SMP,0
Deretan Motor Matik yang Bisa Dipilih dengan Budget Rp 5 Jutaan,1
Viral Kambing Hutan Sumatera Terlihat di Gunung Dempo,1
Tips Membuat Balado Ikan Mujair yang Renyah,1
"Lestarikan Terumbu Karang, TNC Ajukan Skema Pertukaran Utang",0
Timnas Indonesia U-16 Miliki Pengalaman Hajar Filipina,0
"Perebutan Kursi Ketum Golkar, SMRC: Jokowi Sebaiknya Netral",0
"Lama Tak Terlihat di Televisi, Begini Kabar Terbaru Romy Rafael",1
China Geram Atas Pernyataan Menlu AS Soal Perlakuan terhadap Uighur,0
"Sempat Dianggap Pencitraan Hingga Diremehkan, Awkarin Kini Pamer Senyum Lebar Gara-Gara Hal Ini",1
"Diundang Najwa Shihab Dialog Terbuka dengan Mahasiswa, Ketua DPR Justru Gembok Akun Instagram?",1
"Dampak Karhutla, Kualitas Udara Kota Sampit Terus Memburuk",0
"Tinggalkan Indonesia, Veronica Koman Terdeteksi Berada di Australia",0
"Bus dan Truk Tabrakan di Jalan Medan-Pematangsiantar, Kedua Sopir Luka Parah",0
Kata Demokrat soal Ajakan Bentuk Koalisi Gemuk dari PDI-P di Pilkada Depok,1
"Revisi UU KPK Disahkan, Indef Khawatir Investasi Terhambat",0
"Atta Halilintar Resmi Polisikan Bebby Fey, Tutup Pintu Damai",1
Mengetahui Sifat Boy William dari Karakter Zodiak Libra,1
"Ada Ganjil Genap, Anies Sebut Pengguna Angkutan Umum Capai Rekor",0
"Di Wisuda STAN, Sri Mulyani Kutip Pesan Presiden Sukarno",1
"Sukai Sirkuit Aragon, Lorenzo Harapkan Hasil Apik",1
"China Open, Fajar/Rian Ganda Putra Pertama Tembus Perempat Final",0
Sarri Komentari Kemenangan Dramatis Juventus atas Napoli,1
Pemprov DKI Danai Pembangunan Park and Ride di Bekasi 2020,0
Banyuwangi Luncurkan Sentra Kuliner Pintar,0
Pelatih Bali United Minta Timnas Indonesia Awasi Messi Thailand,0
8 Tips Agar Lebih Dewasa dalam Kehidupan Berkencan,1
"Jalani Sidang Pembacaan Dakwaan, Kivlan Zen Didampingi Penasihat Hukum dari Sipil dan Militer",1
"Kenaikan Cukai Rokok 23%, Kemenkeu: Kita Sudah Pertimbangkan Secara Komprehensif",0
"Kabut Asap Semakit Tebal, Ribuan Warga Gelar Shalat Minta Hujan",0
